text,threat_level,bns_section
mere dost khatam kar dunga akela mil last warning,High,BNS Section 351 (Criminal Intimidation)
my sister designed the code safely,Low,None
my friend destroyed the assignment perfectly,Low,None
tu hamesha behaves like bhikhari ekdum,Medium,BNS Section 352 (Intentional Insult)
yeh ladki is such a dhokebaaz ghatiya,Medium,BNS Section 352 (Intentional Insult)
she loved the pizza perfectly,Low,None
teri ban raha hai fattu harami,Medium,BNS Section 352 (Intentional Insult)
main goli maar dunga tujhe chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
yeh ladki is a kaminay pathetic,Medium,BNS Section 352 (Intentional Insult)
the group found the project like a boss,Low,None
my friend fixed the email beautifully,Low,None
address bhej rape karunga akela mil zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
the teacher found the meeting safely,Low,None
this guy hamesha rehta hai loser hamesha,Medium,BNS Section 352 (Intentional Insult)
this loved the email flawlessly,Low,None
tu lagta hai fattu pathetic,Medium,BNS Section 352 (Intentional Insult)
this built the project tomorrow,Low,None
we saw the code tonight,Low,None
yeh ladka ban raha hai pagal kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
tum log samajhta hai khud ko bhikhari bilkul,Medium,BNS Section 352 (Intentional Insult)
this heard the email today,Low,None
yeh ladka lag raha hai gawar bilkul,Medium,BNS Section 352 (Intentional Insult)
someone noticed the email slowly,Low,None
we are going to goli maar dunga you ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
tera baap is a scammer ghatiya,Medium,BNS Section 352 (Intentional Insult)
hum log khatam kar dunga raat ko samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
i will goli maar dunga tujhe ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
the player destroyed the code smoothly,Low,None
this finished the task smoothly,Low,None
the manager read the pizza like a boss,Low,None
the group enjoyed the homework so hard,Low,None
hum zinda gaad dunga akela mil beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
my friend designed the report so hard,Low,None
the group finished the email very well,Low,None
teri behan lagta hai pagal pathetic,Medium,BNS Section 352 (Intentional Insult)
teri behan dikh raha hai gadha sabse bada,Medium,BNS Section 352 (Intentional Insult)
tum log is a fattu sabse bada,Medium,BNS Section 352 (Intentional Insult)
dikh mat jana mujhe dobara ghatiya,Medium,BNS Section 352 (Intentional Insult)
the player noticed the project flawlessly,Low,None
hum log murder kar dunga college ke bahar kasam se,High,BNS Section 351 (Criminal Intimidation)
he wrote the report today,Low,None
teri is such a buddhu kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
the manager designed the song so hard,Low,None
we completed the level like a boss,Low,None
mere dost jinda nahi chodunga tere dosto ko dekh liyo,High,BNS Section 351 (Criminal Intimidation)
yeh banda samajhta hai khud ko kutta kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
the teacher wrote the movie slowly,Low,None
teri toh main murder kar dunga akela mil zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
tum log dikh raha hai chor pathetic,Medium,BNS Section 352 (Intentional Insult)
bahar nikal acid phek dunga raste pe samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
we watched the task slowly,Low,None
we watched the presentation very well,Low,None
main kidnap kar lunga tere dosto ko bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
tu acts like a fraud ghatiya,Medium,BNS Section 352 (Intentional Insult)
yeh ladki looks like a scammer faltu,Medium,BNS Section 352 (Intentional Insult)
my friend coded the game today,Low,None
yeh ladka hamesha behaves like scammer ghatiya,Medium,BNS Section 352 (Intentional Insult)
tu lagta hai chutiya kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
mera gang murder kar dunga tujhe aaj raat,High,BNS Section 351 (Criminal Intimidation)
isko dekho hai ek kaminay ghatiya,Medium,BNS Section 352 (Intentional Insult)
everyone created the pizza with ease,Low,None
tu hamesha rehta hai scammer bekaar,Medium,BNS Section 352 (Intentional Insult)
my sister destroyed the project safely,Low,None
the player built the game perfectly,Low,None
address bhej jinda nahi chodunga tujhe samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
we saw the report with ease,Low,None
this enjoyed the level beautifully,Low,None
yeh ladki samajhta hai khud ko kamina bekaar,Medium,BNS Section 352 (Intentional Insult)
the team fixed the homework smoothly,Low,None
tujhe toh murder kar dunga teri family ko last warning,High,BNS Section 351 (Criminal Intimidation)
iski sakal is such a fraud harami,Medium,BNS Section 352 (Intentional Insult)
we read the code with ease,Low,None
nobody read the bugs with ease,Low,None
tujhe main maar maar ke suja dunga teri family ko kasam se,High,BNS Section 351 (Criminal Intimidation)
my brother enjoyed the assignment beautifully,Low,None
tum sab samajhta hai khud ko gawar disgusting,Medium,BNS Section 352 (Intentional Insult)
apna time ayega toh kidnap kar lunga tere ghar walo ko beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
he looks like a gawar faltu,Medium,BNS Section 352 (Intentional Insult)
someone wrote the boss fight last week,Low,None
apna time ayega toh goli maar dunga you soch le,High,BNS Section 351 (Criminal Intimidation)
bahar nikal jaan se maar dunga teri family ko kal tak,High,BNS Section 351 (Criminal Intimidation)
iska bhai samajhta hai khud ko chapri kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
teri looks like a fake sala,Medium,BNS Section 352 (Intentional Insult)
my brother watched the project safely,Low,None
the group read the movie so hard,Low,None
nobody finished the game so hard,Low,None
the boss killed the game flawlessly,Low,None
we found the homework yesterday,Low,None
this guy hai ek fattu kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
we coded the email like a boss,Low,None
teri hai ek bewakoof harami,Medium,BNS Section 352 (Intentional Insult)
yeh banda hamesha behaves like loser harami,Medium,BNS Section 352 (Intentional Insult)
nobody built the report perfectly,Low,None
the player watched the game perfectly,Low,None
they loved the bugs today,Low,None
tu is such a fraud harami,Medium,BNS Section 352 (Intentional Insult)
we loved the bugs today,Low,None
she dikh raha hai nalayak pathetic,Medium,BNS Section 352 (Intentional Insult)
hum log blast kar dunga college ke bahar kal tak,High,BNS Section 351 (Criminal Intimidation)
the manager fixed the exam slowly,Low,None
he looks like a loser sabse bada,Medium,BNS Section 352 (Intentional Insult)
that wrote the boss fight safely,Low,None
our squad heard the game beautifully,Low,None
my sister saw the song tomorrow,Low,None
he hamesha rehta hai fraud pathetic,Medium,BNS Section 352 (Intentional Insult)
nobody saw the boss fight so hard,Low,None
you is such a nalayak hamesha,Medium,BNS Section 352 (Intentional Insult)
this saw the pizza like a boss,Low,None
mere dost rape karunga college ke bahar dekh liyo,High,BNS Section 351 (Criminal Intimidation)
nobody enjoyed the song safely,Low,None
that wrote the project beautifully,Low,None
apna time ayega toh jaan se maar dunga teri family ko chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
i will goli maar dunga akela mil zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
the teacher smashed the song slowly,Low,None
tujhe toh jinda nahi chodunga college ke bahar kal tak,High,BNS Section 351 (Criminal Intimidation)
tum sab ban raha hai kutta harami,Medium,BNS Section 352 (Intentional Insult)
mera gang jaan se maar dunga office me zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
my friend saw the level very well,Low,None
i will jinda nahi chodunga college ke bahar last warning,High,BNS Section 351 (Criminal Intimidation)
teri behan hamesha behaves like fraud faltu,Medium,BNS Section 352 (Intentional Insult)
she is such a fraud kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
tera baap hai ek dhokebaaz ekdum,Medium,BNS Section 352 (Intentional Insult)
the manager built the project completely,Low,None
teri maa is a chapri kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
the teacher loved the game flawlessly,Low,None
my brother noticed the meeting safely,Low,None
address bhej gala daba dunga office me bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
yeh ladki samajhta hai khud ko gawar ghatiya,Medium,BNS Section 352 (Intentional Insult)
nobody heard the project today,Low,None
yeh ladka hamesha rehta hai kutti sabse bada,Medium,BNS Section 352 (Intentional Insult)
yeh ladki acts like a bhikhari kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
she looks like a fattu hamesha,Medium,BNS Section 352 (Intentional Insult)
she killed the project tomorrow,Low,None
teri toh main zinda gaad dunga akela mil beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
our squad saw the exam tomorrow,Low,None
main maar maar ke suja dunga tere ghar aake warna tera,High,BNS Section 351 (Criminal Intimidation)
the teacher completed the bugs flawlessly,Low,None
teri ban raha hai bhikhari sabse bada,Medium,BNS Section 352 (Intentional Insult)
i designed the exam with ease,Low,None
the boss killed the project beautifully,Low,None
the boss created the assignment today,Low,None
the boss wrote the boss fight slowly,Low,None
my brother enjoyed the task flawlessly,Low,None
someone found the email with ease,Low,None
you samajhta hai khud ko kaminay disgusting,Medium,BNS Section 352 (Intentional Insult)
i will gala daba dunga your sister warna tera,High,BNS Section 351 (Criminal Intimidation)
teri dikh raha hai buddhu sala,Medium,BNS Section 352 (Intentional Insult)
our squad fixed the report yesterday,Low,None
i will hath pair tod dunga tere ghar walo ko zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
they found the bugs so hard,Low,None
teri toh main gala daba dunga tujhe beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
tera baap hamesha rehta hai bewakoof bilkul,Medium,BNS Section 352 (Intentional Insult)
mera bhai murder kar dunga teri family ko last warning,High,BNS Section 351 (Criminal Intimidation)
mera gang jaan se maar dunga you warna tera,High,BNS Section 351 (Criminal Intimidation)
tum log hamesha behaves like kutta kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
that destroyed the meeting tonight,Low,None
isko dekho looks like a bewakoof bekaar,Medium,BNS Section 352 (Intentional Insult)
tujhe main acid phek dunga tere dosto ko warna tera,High,BNS Section 351 (Criminal Intimidation)
she finished the task smoothly,Low,None
teri behan ban raha hai nalayak ekdum,Medium,BNS Section 352 (Intentional Insult)
the teacher noticed the bugs yesterday,Low,None
yeh ladki hai ek nalayak bilkul,Medium,BNS Section 352 (Intentional Insult)
teri lag raha hai kaminay ekdum,Medium,BNS Section 352 (Intentional Insult)
tum sab is a fraud bilkul,Medium,BNS Section 352 (Intentional Insult)
my friend noticed the level slowly,Low,None
mera bhai gala daba dunga you ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
tum log lagta hai chapri faltu,Medium,BNS Section 352 (Intentional Insult)
mera gang khatam kar dunga raste pe warna tera,High,BNS Section 351 (Criminal Intimidation)
the manager fixed the level without issues,Low,None
she looks like a kutti totally,Medium,BNS Section 352 (Intentional Insult)
he ban raha hai gawar kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
my sister heard the boss fight flawlessly,Low,None
yeh ladka is a chor pathetic,Medium,BNS Section 352 (Intentional Insult)
the boss liked the report so hard,Low,None
the team killed the assignment safely,Low,None
iska bhai lagta hai chapri ghatiya,Medium,BNS Section 352 (Intentional Insult)
yeh ladki dikh raha hai loser ghatiya,Medium,BNS Section 352 (Intentional Insult)
isko dekho samajhta hai khud ko scammer harami,Medium,BNS Section 352 (Intentional Insult)
the team destroyed the pizza beautifully,Low,None
we completed the exam today,Low,None
our squad killed the email very well,Low,None
iski sakal ban raha hai ugly maha,Medium,BNS Section 352 (Intentional Insult)
tum log is a fake bilkul,Medium,BNS Section 352 (Intentional Insult)
the teacher designed the exam quickly,Low,None
the boss coded the assignment beautifully,Low,None
tujhe toh kat dunga akela mil chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
tu hai ek kamina sabse bada,Medium,BNS Section 352 (Intentional Insult)
the team finished the game with ease,Low,None
our squad completed the project safely,Low,None
mera gang blast kar dunga bahar mil samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
teri toh main will tere ghar walo ko kasam se,High,BNS Section 351 (Criminal Intimidation)
address bhej khatam kar dunga teri family ko bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
she killed the code last week,Low,None
they saw the meeting without issues,Low,None
he is such a gawar ekdum,Medium,BNS Section 352 (Intentional Insult)
teri maa lag raha hai scammer hamesha,Medium,BNS Section 352 (Intentional Insult)
we found the project completely,Low,None
i will gala daba dunga office me zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
address bhej hath pair tod dunga bahar mil dekh liyo,High,BNS Section 351 (Criminal Intimidation)
tujhe toh kat dunga you warna tera,High,BNS Section 351 (Criminal Intimidation)
teri lag raha hai chor bilkul,Medium,BNS Section 352 (Intentional Insult)
the team fixed the presentation without issues,Low,None
tum log is such a gawar sala,Medium,BNS Section 352 (Intentional Insult)
the manager noticed the project last week,Low,None
i will zinda gaad dunga tujhe kal tak,High,BNS Section 351 (Criminal Intimidation)
main khatam kar dunga you warna tera,High,BNS Section 351 (Criminal Intimidation)
everyone created the level without issues,Low,None
we created the movie with ease,Low,None
mera bhai khatam kar dunga tere ghar aake zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
you is a dhokebaaz sala,Medium,BNS Section 352 (Intentional Insult)
